0;-0.001
0.0200100000000134;-0.004
0.0400119999999902;-0.006
0.0610010000000329;-0.008
0.0810040000000072;-0.011
0.10101800000001;-0.014
0.121022000000039;-0.016
0.140021999999988;-0.018
0.161008000000038;-0.02
0.180009000000041;-0.022
0.200020999999992;-0.024
0.221009000000038;-0.026
0.241015000000004;-0.028
0.261017000000038;-0.03
0.281022000000007;-0.031
0.301010000000019;-0.032
0.321013999999991;-0.034
0.34101800000002;-0.035
0.361025000000041;-0.036
0.381001000000026;-0.036
0.401005999999995;-0.037
0.420002000000011;-0.038
0.441012000000001;-0.038
0.461016000000029;-0.038
0.481021999999996;-0.038
0.501006000000018;-0.038
0.521012000000042;-0.038
0.541013000000021;-0.038
0.561014999999998;-0.038
0.582001999999989;-0.037
0.602021000000036;-0.036
0.621021000000042;-0.035
0.641024000000016;-0.034
0.660022000000026;-0.032
0.681006000000025;-0.031
0.701022000000023;-0.03
0.721024;-0.028
0.74100500000003;-0.026
0.76002299999999;-0.024
0.781006999999988;-0.022
0.801015000000007;-0.02
0.820014000000015;-0.018
0.841024000000004;-0.016
0.862006000000008;-0.014
0.881005000000016;-0.012
0.90101100000004;-0.009
0.921015000000011;-0.007
0.940011000000027;-0.004
0.961016000000029;-0.002
0.981021999999996;0.001
1.00100800000001;0.003
1.022019;0.006
1.04101700000001;0.008
1.06200200000001;0.011
1.08200800000003;0.013
1.10202400000003;0.016
1.12200300000001;0.018
1.14200600000004;0.02
1.16100600000004;0.022
1.18201900000003;0.024
1.20101800000003;0.026
1.221025;0.028
1.242007;0.03
1.26100700000001;0.032
1.28101100000003;0.034
1.30001300000004;0.035
1.32102300000003;0.036
1.34100599999999;0.038
1.360005;0.038
1.38102100000003;0.04
1.401005;0.04
1.42201499999999;0.041
1.44201700000002;0.042
1.462017;0.042
1.48101100000002;0.042
1.50001700000001;0.042
1.521004;0.042
1.54100600000004;0.042
1.56000599999999;0.041
1.58001400000001;0.041
1.60101100000003;0.04
1.62001100000003;0.039
1.64101900000003;0.038
1.66102699999999;0.037
1.68100700000002;0.036
1.70001600000001;0.034
1.72102699999999;0.032
1.74100800000002;0.031
1.76201800000001;0.029
1.78202500000003;0.027
1.80002200000001;0.025
1.82201000000003;0.023
1.841004;0.021
1.86102900000003;0.018
1.881011;0.016
1.90101800000002;0.014
1.92102600000004;0.012
1.94002499999999;0.009
1.96101300000004;0.006
1.98101800000001;0.004
2.00100800000001;0.002
2.02101300000004;-0.001
2.04001299999999;-0.003
2.06102700000002;-0.006
2.081007;-0.008
2.10202400000003;-0.011
2.12102400000003;-0.013
2.14200700000004;-0.016
2.162015;-0.018
2.18201800000003;-0.02
2.20101700000004;-0.022
2.22202600000003;-0.024
2.242028;-0.026
2.26102600000002;-0.028
2.28201100000001;-0.029
2.30101300000001;-0.031
2.322023;-0.032
2.34202900000003;-0.034
2.36200500000001;-0.034
2.38200800000004;-0.036
2.40101100000004;-0.036
2.421018;-0.037
2.44102200000003;-0.038
2.461029;-0.038
2.480028;-0.038
2.50102400000003;-0.038
2.52103199999999;-0.038
2.54101200000002;-0.038
2.56202400000001;-0.038
2.58102400000001;-0.038
2.60202000000004;-0.036
2.62202400000001;-0.036
2.640019;-0.035
2.66002300000002;-0.034
2.68002999999999;-0.032
2.70202800000004;-0.031
2.72102699999999;-0.03
2.74100800000002;-0.028
2.761008;-0.026
2.78101200000003;-0.024
2.80202400000002;-0.022
2.82102100000003;-0.02
2.841024;-0.018
2.86102600000004;-0.016
2.88102600000002;-0.014
2.90202099999999;-0.012
2.92202500000002;-0.009
2.94203300000004;-0.007
2.96201400000001;-0.004
2.98202200000003;-0.002
3.00201200000004;0.001
3.02101300000004;0.003
3.041021;0.006
3.06102600000003;0.008
3.08103299999999;0.01
3.10102499999999;0.013
3.120024;0.015
3.14103299999999;0.018
3.16101300000003;0.02
3.181015;0.022
3.20202599999999;0.024
3.22102699999999;0.026
3.240027;0.028
3.26101600000004;0.03
3.28001699999999;0.032
3.30101100000002;0.033
3.32001100000002;0.035
3.34202400000004;0.036
3.36202900000001;0.038
3.38102400000002;0.038
3.40103300000004;0.04
3.42003399999999;0.04
3.44001500000002;0.041
3.461026;0.042
3.48201;0.042
3.50102000000004;0.042
3.52102600000001;0.042
3.54103000000003;0.042
3.56100900000001;0.042
3.58101199999999;0.041
3.60002200000002;0.041
3.62103200000001;0.04
3.64000900000002;0.039
3.66101400000002;0.038
3.68101899999999;0.037
3.70102500000002;0.036
3.72203300000001;0.034
3.74201300000004;0.032
3.76101199999999;0.031
3.78202200000004;0.029
3.80102300000004;0.027
3.82102600000002;0.025
3.84103099999999;0.023
3.860026;0.021
3.88101399999999;0.018
3.900012;0.016
3.92102700000004;0.014
3.94201200000003;0.011
3.96101300000004;0.009
3.98202600000002;0.006
4.00101100000001;0.004
4.02101200000004;0.001
4.041021;-0.001
4.06102300000003;-0.004
4.08102500000001;-0.006
4.10001399999999;-0.008
4.12102800000002;-0.011
4.14002800000003;-0.013
4.16101300000003;-0.016
4.181014;-0.018
4.200019;-0.02
4.22203300000001;-0.022
4.24103400000001;-0.024
4.26101199999999;-0.026
4.28101300000003;-0.028
4.30102300000004;-0.029
4.32102400000002;-0.031
4.341027;-0.032
4.36201399999999;-0.034
4.38201700000002;-0.034
4.40203000000002;-0.036
4.422031;-0.036
4.44102900000001;-0.037
4.46002400000003;-0.038
4.48103300000002;-0.038
4.50001400000002;-0.038
4.52102300000001;-0.038
4.53901400000001;-0.038
4.56102900000002;-0.038
4.58002300000004;-0.038
4.600033;-0.037
